p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
7,7,216,7.216.a.a,-17,1,18,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,208,7.208.a.b,-22,1,23,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,204,7.204.a.b,-22,1,23,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,198,7.198.a.b,-36,3,39,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,206,7.206.a.a,-66,2,68,5,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,198,7.198.a.b,-16,2,18,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,204,7.204.a.b,-44,1,45,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-3,2,5,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,208,7.208.a.b,-3,1,4,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,206,7.206.a.a,-75,-1,74,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-8,3,11,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,204,7.204.a.b,-2,0,2,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-46,1,47,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,206,7.206.a.a,-12,0,12,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-28,2,30,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,208,7.208.a.b,-62,1,63,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,204,7.204.a.b,-44,1,45,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-20,3,23,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,206,7.206.a.a,-32,0,32,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-62,4,66,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,208,7.208.a.b,-24,1,25,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,198,7.198.a.b,-24,3,27,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,206,7.206.a.a,-54,-1,53,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-66,3,69,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,216,7.216.a.a,-20,4,24,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,208,7.208.a.b,-41,1,42,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,206,7.206.a.a,-44,1,45,5,-1,2:[1:6];3:[1:0];5:[1:0],1,2
7,7,198,7.198.a.b,-42,2,44,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,206,7.206.a.a,-64,0,64,5,-1,2:[1:6];3:[1:0];5:[1:0],1,2
7,7,216,7.216.a.a,-24,4,28,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,220,7.220.a.a,-27,1,28,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,208,7.208.a.b,-46,0,46,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,198,7.198.a.b,-4,2,6,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,206,7.206.a.a,-22,0,22,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-46,2,48,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,216,7.216.a.a,-66,4,70,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,208,7.208.a.b,-20,1,21,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,198,7.198.a.b,-62,3,65,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,206,7.206.a.a,-2,0,2,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-70,0,70,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,198,7.198.a.b,-10,2,12,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,216,7.216.a.a,-41,2,43,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,208,7.208.a.b,-66,1,67,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,206,7.206.a.a,-22,0,22,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-72,3,75,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,220,7.220.a.a,-80,2,82,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,206,7.206.a.a,-6,1,7,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-33,2,35,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-56,1,57,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,198,7.198.a.b,-14,3,17,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,206,7.206.a.a,-68,2,70,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-52,2,54,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,216,7.216.a.a,-54,1,55,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-73,0,73,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,220,7.220.a.a,-38,3,41,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,206,7.206.a.a,-18,2,20,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-34,2,36,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,198,7.198.a.b,-30,3,33,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,206,7.206.a.a,-48,0,48,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-12,2,14,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-77,0,77,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,220,7.220.a.a,-6,3,9,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,198,7.198.a.b,-56,3,59,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,206,7.206.a.a,-39,1,40,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-75,1,76,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-52,0,52,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,198,7.198.a.b,-63,2,65,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,206,7.206.a.a,-26,2,28,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-49,2,51,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,198,7.198.a.b,-23,2,25,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-26,1,27,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-30,1,31,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,206,7.206.a.a,-60,2,62,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-43,1,44,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,206,7.206.a.a,-29,1,30,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-10,1,11,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,216,7.216.a.a,-5,1,6,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-45,1,46,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-59,0,59,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,206,7.206.a.a,-9,0,9,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-21,2,23,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-14,1,15,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,216,7.216.a.a,-18,1,19,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-65,2,67,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,206,7.206.a.a,-15,1,16,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-17,1,18,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,198,7.198.a.b,-3,1,4,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-30,2,32,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,208,7.208.a.b,-35,1,36,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,216,7.216.a.a,-39,1,40,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,206,7.206.a.a,-36,0,36,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-75,0,75,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-22,3,25,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,210,7.210.a.a,-56,1,57,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,206,7.206.a.a,-57,1,58,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-17,3,20,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,216,7.216.a.a,-60,1,61,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-32,1,33,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,206,7.206.a.a,-72,0,72,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-10,1,11,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,198,7.198.a.b,-54,1,55,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-27,3,30,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,216,7.216.a.a,-69,0,69,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-64,3,67,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,206,7.206.a.a,-78,-1,77,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-12,1,13,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-73,1,74,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,208,7.208.a.b,-69,3,72,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,198,7.198.a.b,-25,2,27,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,206,7.206.a.a,-51,-1,50,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-81,0,81,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-77,0,77,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,220,7.220.a.a,-43,4,47,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,198,7.198.a.b,-5,1,6,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-38,1,39,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,216,7.216.a.a,-48,0,48,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-19,2,21,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-14,2,16,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,220,7.220.a.a,-45,1,46,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,198,7.198.a.b,-41,1,42,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-7,1,8,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,216,7.216.a.a,-9,2,11,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-52,0,52,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,212,7.212.a.b,-43,1,44,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,198,7.198.a.b,-61,2,63,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-49,0,49,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,210,7.210.a.a,-35,1,36,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,216,7.216.a.a,-36,2,38,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-67,2,69,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-20,3,23,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,212,7.212.a.b,-22,3,25,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,198,7.198.a.b,-47,1,48,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-22,1,23,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,208,7.208.a.b,-59,3,62,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,216,7.216.a.a,-72,0,72,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-2,0,2,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,198,7.198.a.b,-51,1,52,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-83,0,83,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,210,7.210.a.a,-64,1,65,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,208,7.208.a.b,-42,2,44,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-9,1,10,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-78,1,79,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-64,3,67,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,210,7.210.a.a,-44,3,47,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,198,7.198.a.b,-35,1,36,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-67,2,69,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,208,7.208.a.b,-21,1,22,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-29,1,30,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-35,2,37,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,198,7.198.a.b,-71,2,73,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-8,2,10,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,198,7.198.a.b,-29,2,31,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-2,1,3,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-15,1,16,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-77,1,78,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,220,7.220.a.a,-3,1,4,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,210,7.210.a.a,-28,2,30,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,198,7.198.a.b,-15,2,17,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-23,1,24,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,216,7.216.a.a,-57,0,57,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,198,7.198.a.b,-57,2,59,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-73,1,74,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,210,7.210.a.a,-50,1,51,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,220,7.220.a.a,-62,3,65,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,208,7.208.a.b,-45,1,46,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-79,1,80,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,216,7.216.a.a,-51,1,52,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-30,2,32,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,210,7.210.a.a,-71,1,72,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,220,7.220.a.a,-24,3,27,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,208,7.208.a.b,-65,1,66,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,202,7.202.a.b,-22,1,23,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,212,7.212.a.b,-14,2,16,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,216,7.216.a.a,-64,3,67,-3,1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,210,7.210.a.a,-58,2,60,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,202,7.202.a.b,-64,1,65,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,208,7.208.a.b,-63,1,64,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-56,1,57,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,216,7.216.a.a,-43,1,44,-3,1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,220,7.220.a.a,-41,1,42,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,210,7.210.a.a,-37,2,39,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,202,7.202.a.b,-44,1,45,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,208,7.208.a.b,-39,2,41,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-52,1,53,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,216,7.216.a.a,-2,0,2,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-16,2,18,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,202,7.202.a.b,-2,0,2,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,220,7.220.a.a,-74,2,76,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,208,7.208.a.b,-68,2,70,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-10,2,12,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,216,7.216.a.a,-22,3,25,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-41,1,42,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,202,7.202.a.b,-62,3,65,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,208,7.208.a.b,-26,2,28,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-76,2,78,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,212,7.212.a.b,-50,1,51,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,216,7.216.a.a,-22,3,25,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-3,1,4,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,202,7.202.a.b,-24,3,27,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,208,7.208.a.b,-18,2,20,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-16,2,18,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,210,7.210.a.a,-46,0,46,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,202,7.202.a.b,-42,2,44,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,220,7.220.a.a,-53,2,55,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,208,7.208.a.b,-60,2,62,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-62,2,64,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,202,7.202.a.b,-46,2,48,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,212,7.212.a.b,-79,1,80,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,220,7.220.a.a,-32,3,35,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,210,7.210.a.a,-20,2,22,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,202,7.202.a.b,-20,3,23,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,208,7.208.a.b,-48,0,48,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-71,1,72,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,202,7.202.a.b,-66,3,69,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,210,7.210.a.a,-24,2,26,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,208,7.208.a.b,-6,2,8,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-11,3,14,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,212,7.212.a.b,-8,2,10,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,202,7.202.a.b,-4,2,6,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,210,7.210.a.a,-66,2,68,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,208,7.208.a.b,-32,1,33,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-58,2,60,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,220,7.220.a.a,-13,3,16,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,202,7.202.a.b,-74,1,75,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,210,7.210.a.a,-42,0,42,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-75,0,75,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-28,2,30,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,202,7.202.a.b,-76,0,76,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,210,7.210.a.a,-45,-1,44,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-34,3,37,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,208,7.208.a.b,-54,0,54,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-37,2,39,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,202,7.202.a.b,-53,1,54,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,210,7.210.a.a,-21,1,22,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,202,7.202.a.b,-31,2,33,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,210,7.210.a.a,-65,1,66,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-12,1,13,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-55,2,57,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,212,7.212.a.b,-46,1,47,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,202,7.202.a.b,-11,1,12,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,210,7.210.a.a,-2,0,2,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-9,1,10,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-66,2,68,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,220,7.220.a.a,-33,2,35,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,202,7.202.a.b,-13,2,15,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,210,7.210.a.a,-63,1,64,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-72,1,73,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-62,2,64,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,202,7.202.a.b,-33,1,34,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,210,7.210.a.a,-23,1,24,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-75,1,76,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-41,2,43,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,208,7.208.a.b,-78,0,78,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,202,7.202.a.b,-55,2,57,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,210,7.210.a.a,-75,-1,74,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-54,1,55,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-20,2,22,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,208,7.208.a.b,-15,2,17,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,202,7.202.a.b,-27,3,30,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,210,7.210.a.a,-32,0,32,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-3,2,5,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,202,7.202.a.b,-69,3,72,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,208,7.208.a.b,-51,0,51,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,210,7.210.a.a,-54,-1,53,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-12,2,14,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,202,7.202.a.b,-38,2,40,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,212,7.212.a.b,-24,2,26,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,210,7.210.a.a,-12,0,12,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,208,7.208.a.b,-36,1,37,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,220,7.220.a.a,-36,2,38,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,202,7.202.a.b,-7,2,9,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,210,7.210.a.a,-19,1,20,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,212,7.212.a.b,-12,2,14,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
